Co2 排放量,人口总数集,GDP,记录数,互联网使用率,人口 0-14,人口 15-64,人口 65+,人口总数,人均医疗费用,入境旅游,出境旅游,出生率,办税小时数,区域,医疗费用 % Gdp,国家/地区,城市人口,女性预期寿命,年份,开业天数,手机使用率,新生儿死亡率,男性预期寿命,经商便利度,能源使用,营业税税率,贷款利率
392,1,,1,.06,.32,.638,.042,,88,,,.022,274,亚洲,.05,不丹,.325,66,2007/12/1,48,.22,.041,65,,244,.408,.14
10176,.999,,1,.45,.28,.686,.033,,738,,,.018,144,亚洲,.02,文莱,.743,79,2007/12/1,116,.96,.008,76,,3227,.374,.055
3484,.999,,1,.01,.341,.612,.046,,28,,,.026,137,亚洲,.05,柬埔寨,.194,72,2007/12/1,86,.19,.045,66,,3482,.215,
6791805,1,,1,.16,.192,.729,.079,,113,,,.012,832,亚洲,.04,中国,.452,76,2007/12/1,35,.41,.017,73,,2044606,.812,.075
6190,1,,1,.08,.176,.678,.146,,188,,,.013,387,亚洲,.08,格鲁吉亚,.526,77,2007/12/1,11,.59,.019,70,,3341,.386,.171
39963,1,,1,.65,.132,.744,.124,,,,,.01,80,亚洲,,中国香港特别行政区,1,85,2007/12/1,11,1.55,,79,,14338,.241,.068
1611404,1.001,,1,.04,.314,.638,.049,,40,,,.022,271,亚洲,.04,印度,.299,66,2007/12/1,33,.2,.052,63,,604659,.727,.13
375545,1,,1,.06,.3,.651,.049,,58,,,.021,266,亚洲,.03,印度尼西亚,.475,71,2007/12/1,105,.4,.031,67,,182885,.375,.139
1251136,1,,1,.74,.136,.654,.21,,2801,,,.009,350,亚洲,.08,日本,.88,86,2007/12/1,22,.84,.003,79,,515198,.525,.019
220313,.999,,1,.04,.244,.682,.073,,233,,,.021,271,亚洲,.03,哈萨克斯坦,.543,73,2007/12/1,21,.8,.025,61,,66231,.414,
70370,1,,1,,.239,.681,.08,,,,,.015,,亚洲,,朝鲜,.6,72,2007/12/1,,,.026,65,,18300,,
495837,1,,1,.79,.18,.72,.1,,1379,,,.01,290,亚洲,.06,韩国,.816,83,2007/12/1,17,.93,.004,76,,222147,.302,.066
5871,1,,1,.14,.304,.644,.052,,51,,,.023,202,亚洲,.07,吉尔吉斯斯坦,.353,72,2007/12/1,21,.42,.032,64,,2726,.614,.253
1668,1,,1,.02,.389,.574,.037,,29,,,.029,672,亚洲,.04,老挝,.297,67,2007/12/1,93,.25,.065,64,,,.352,.285
1404,.999,,1,.47,.15,.778,.071,,,,,.008,,亚洲,,中国澳门特别行政区,1,82,2007/12/1,,1.61,,77,,,,.078
205308,1,,1,.56,.292,.663,.045,,256,,,.018,166,亚洲,.04,马来西亚,.684,76,2007/12/1,31,.87,.007,72,,69970,.36,.064
917,1,,1,.16,.322,.63,.048,,315,,,.022,,亚洲,.06,马尔代夫,.363,77,2007/12/1,9,1.02,.015,74,,299,.093,.13
10092,1,,1,.09,.276,.686,.038,,93,,,.022,204,亚洲,.06,蒙古,.646,70,2007/12/1,13,.46,.033,62,,3114,.398,.218
12636,1,,1,0,.272,.678,.05,,7,,,.019,,亚洲,.02,缅甸,.299,66,2007/12/1,,.01,.048,62,,15595,,.17
2699,.999,,1,.01,.387,.566,.046,,23,,,.026,408,亚洲,.06,尼泊尔,.158,67,2007/12/1,31,.13,.042,65,,9308,.328,.08
158895,1,,1,.07,.37,.588,.042,,31,,,.028,560,亚洲,.04,巴基斯坦,.354,66,2007/12/1,24,.38,.078,65,,83538,.402,.118
69669,1,,1,.06,.364,.601,.035,,65,,,.026,195,亚洲,.04,菲律宾,.461,71,2007/12/1,47,.65,.027,64,,38514,.491,.087
17866,1,,1,.7,.184,.731,.085,,1333,,,.01,80,亚洲,.04,新加坡,1,83,2007/12/1,5,1.25,.002,78,,21819,.232,.053
12457,1,,1,.04,.252,.675,.073,,59,,,.019,256,亚洲,.04,斯里兰卡,.184,77,2007/12/1,40,.39,.011,70,,9261,.617,.171
3223,1,,1,.07,.37,.594,.036,,28,,,.031,224,亚洲,.05,塔吉克斯坦,.265,70,2007/12/1,62,.3,.05,63,,2583,.8,.227
262205,1.001,,1,.2,.212,.707,.082,,133,,,.012,264,亚洲,.04,泰国,.401,76,2007/12/1,33,.8,.014,70,,104886,.374,.071
183,1,,1,0,.477,.494,.029,,41,,,.037,640,亚洲,.08,东帝汶,.276,66,2007/12/1,158,.08,.059,63,,61,.484,.15
53516,1,,1,.01,.311,.645,.044,,113,,,.022,,亚洲,.02,土库曼斯坦,.476,69,2007/12/1,,.08,.055,61,,22367,,
116944,1,,1,.08,.317,.637,.046,,46,,,.023,196,亚洲,.05,乌兹别克斯坦,.364,71,2007/12/1,15,.21,.044,64,,48718,.903,
113651,1,,1,.21,.254,.68,.066,,58,,,.017,1050,亚洲,.07,越南,.285,80,2007/12/1,39,.52,.022,70,,45777,.399,.112
4056,1,,1,.15,.25,.658,.092,,218,,,.013,364,欧洲,.06,阿尔巴尼亚,.489,80,2007/12/1,36,.73,.017,73,,2025,.459,.141
539,,,1,.71,,,,,3012,,,.01,,欧洲,.06,安道尔,.894,,2007/12/1,,.78,.003,,,,,
69141,1,,1,.69,.155,.678,.167,,4636,,,.009,170,欧洲,.1,奥地利,.658,83,2007/12/1,25,1.19,.004,77,,33393,.524,
60282,1,,1,.2,.15,.705,.145,,304,,,.011,987,欧洲,.06,白俄罗斯,.733,76,2007/12/1,48,.73,.006,65,,28039,1.208,.086
103215,1,,1,.64,.169,.659,.172,,4136,,,.012,156,欧洲,.1,比利时,.975,83,2007/12/1,4,1.01,.004,77,,57019,.573,.086
27884,1,,1,.28,.184,.676,.14,,341,,,.008,368,欧洲,.09,波斯尼亚和黑塞哥维那,.392,78,2007/12/1,63,.63,.007,73,,5305,.428,.072
52812,.999,,1,.34,.133,.689,.177,,375,,,.01,616,欧洲,.07,保加利亚,.713,76,2007/12/1,32,1.31,.012,69,,20117,.358,.1
24389,1,,1,.41,.157,.67,.173,,1008,,,.009,196,欧洲,.08,克罗地亚,.568,79,2007/12/1,22,1.15,.005,72,,9325,.214,.093
8196,1,,1,.41,.19,.7,.11,,1691,,,.012,,欧洲,.06,塞浦路斯,.68,81,2007/12/1,,.93,.004,77,,2437,,.067
123948,1,,1,.52,.143,.712,.145,,1144,,,.011,808,欧洲,.07,捷克共和国,.735,80,2007/12/1,17,1.28,.004,74,,45845,.477,.058
50253,1,,1,.85,.185,.659,.156,,5710,,,.012,135,欧洲,.1,丹麦,.863,81,2007/12/1,6,1.15,.004,76,,19763,.32,
18845,1.001,,1,.66,.151,.678,.172,,835,,,.012,81,欧洲,.05,爱沙尼亚,.685,79,2007/12/1,7,1.28,.005,67,,5624,.484,.065
774,,,1,.76,,,,,,,,.014,,欧洲,,法罗群岛,.403,83,2007/12/1,,1.05,,78,,,,
63982,1.001,,1,.81,.17,.668,.163,,3751,,,.011,269,欧洲,.08,芬兰,.832,83,2007/12/1,14,1.15,.003,76,,36803,.478,
375882,1,,1,.66,.184,.651,.165,,4413,,,.013,132,欧洲,.11,法国,.776,85,2007/12/1,7,.89,.004,78,,263542,.65,
784016,.999,,1,.75,.139,.662,.198,,4231,,,.008,196,欧洲,.11,德国,.737,82,2007/12/1,18,1.15,.004,77,,330719,.49,
98246,1,,1,.36,.144,.668,.188,,2682,,,.01,264,欧洲,.1,希腊,.752,82,2007/12/1,38,1.11,.004,77,,30217,.489,
55859,1.001,,1,.53,.151,.689,.161,,1038,,,.01,340,欧洲,.08,匈牙利,.674,77,2007/12/1,16,1.1,.007,69,,26729,.553,.091
2310,.999,,1,.91,.215,.666,.118,,6182,,,.015,140,欧洲,.09,冰岛,.933,83,2007/12/1,5,1.07,.002,80,,4836,.262,.193
44583,1,,1,.61,.208,.681,.111,,4733,,,.016,76,欧洲,.08,爱尔兰,.61,82,2007/12/1,13,1.16,.004,77,,15120,.253,
,,,1,,,,,,,,,.011,,欧洲,,马恩岛,.519,,2007/12/1,,,,,,,,
462676,1,,1,.41,.141,.66,.199,,3058,,,.01,340,欧洲,.09,意大利,.68,84,2007/12/1,13,1.51,.004,79,,179599,.754,.063
,,,1,,,,,,,,,.019,,欧洲,,科索沃,,71,2007/12/1,,,,67,,2045,,.141
7928,1,,1,.59,.142,.68,.178,,883,,,.011,279,欧洲,.07,拉脱维亚,.679,77,2007/12/1,16,1.02,.01,66,,4796,.364,.109
,,,1,.65,,,,,,,,.01,,欧洲,,列支敦士登,.146,84,2007/12/1,,.91,,79,,,,
15137,1.001,,1,.5,.159,.688,.154,,725,,,.01,166,欧洲,.06,立陶宛,.668,77,2007/12/1,26,1.54,.007,65,,9460,.462,.069
10869,1,,1,.79,.182,.675,.143,,7326,,,.011,59,欧洲,.07,卢森堡,.874,82,2007/12/1,26,1.44,.002,77,,4209,.2,
11379,1,,1,.36,.187,.699,.114,,272,,,.011,192,欧洲,.07,马其顿（前南斯拉夫）,.572,77,2007/12/1,15,.86,.011,72,,3045,.203,.102
2725,1,,1,.47,.164,.698,.138,,1580,,,.009,,欧洲,.09,马耳他,.941,82,2007/12/1,,.88,.006,78,,878,,.062
4686,1,,1,.21,.177,.71,.113,,134,,,.012,234,欧洲,.11,摩尔多瓦,.451,72,2007/12/1,23,.51,.017,64,,3342,.425,.188
,,,1,.64,,,,,5671,,,,,欧洲,.03,摩纳哥,1,,2007/12/1,,.58,.004,,,,,
2252,1,,1,.31,.199,.673,.128,,414,,,.013,372,欧洲,.07,蒙特内格罗,.626,76,2007/12/1,24,1.46,.008,72,,1086,.304,.092
171766,.999,,1,.86,.181,.674,.144,,5150,,,.011,180,欧洲,.11,荷兰,.845,82,2007/12/1,8,1.17,.004,78,,79350,.418,.046
45089,1,,1,.87,.193,.66,.147,,7978,,,.012,87,欧洲,.1,挪威,.782,83,2007/12/1,7,1.07,.003,78,,27547,.411,.066
315637,.999,,1,.49,.156,.71,.133,,706,,,.01,418,欧洲,.06,波兰,.612,80,2007/12/1,31,1.08,.006,71,,96824,.434,
60865,1,,1,.42,.154,.671,.175,,2185,,,.01,328,欧洲,.1,葡萄牙,.587,82,2007/12/1,6,1.28,.003,75,,25302,.429,
100960,1,,1,.28,.15,.701,.149,,414,,,.01,202,欧洲,.05,罗马尼亚,.534,76,2007/12/1,9,.93,.015,69,,39757,.456,.133
1667598,1,,1,.25,.147,.716,.137,,487,,,.011,448,欧洲,.05,俄罗斯,.736,74,2007/12/1,29,1.19,.012,61,,672591,.512,.1
,,,1,.5,,,,,3872,,,.009,,欧洲,.05,圣马力诺,.94,85,2007/12/1,,.58,.003,80,,,,.076
52251,1.001,,1,.33,.176,.686,.139,,547,,,.009,279,欧洲,.1,塞尔维亚,.551,76,2007/12/1,23,1.05,.007,71,,16602,.358,.111
36600,1,,1,.62,.159,.722,.119,,1078,,,.01,325,欧洲,.08,斯洛伐克,.553,78,2007/12/1,27,1.12,.008,71,,17850,.473,.08
16212,1,,1,.57,.14,.7,.16,,1850,,,.01,260,欧洲,.08,斯洛文尼亚,.503,82,2007/12/1,60,.96,.003,75,,7321,.384,.059
358237,1,,1,.55,.146,.686,.168,,2752,,,.011,298,欧洲,.09,西班牙,.777,84,2007/12/1,47,1.08,.004,78,,143836,.621,
48060,1,,1,.82,.169,.656,.175,,4526,,,.012,122,欧洲,.09,瑞典,.846,83,2007/12/1,16,1.11,.003,79,,50060,.537,
38019,1,,1,.77,.157,.681,.162,,6126,,,.01,63,欧洲,.1,瑞士,.736,84,2007/12/1,18,1.09,.004,79,,25760,.279,.032
284658,1.001,,1,.29,.278,.655,.068,,558,,,.019,223,欧洲,.06,土耳其,.69,77,2007/12/1,6,.89,.023,70,,100005,.443,
327595,1,,1,.07,.141,.698,.161,,194,,,.01,2085,欧洲,.06,乌克兰,.681,74,2007/12/1,27,1.18,.012,63,,137343,.566,.139
528906,1,,1,.75,.177,.662,.161,,3953,,,.013,105,欧洲,.09,英国,.805,82,2007/12/1,13,1.21,.005,77,,210993,.345,.055
22398,1,,1,.33,.233,.746,.021,,648,,,.018,36,中东,.04,巴林,.884,77,2007/12/1,9,1.08,.009,75,,8962,.147,.083
539790,1,,1,.1,.242,.707,.051,,220,,,.019,344,中东,.05,伊朗,.689,74,2007/12/1,28,.42,.019,70,,190620,.442,.12
62834,.999,,1,.01,.417,.548,.034,,95,,,.034,312,中东,.04,伊拉克,.689,72,2007/12/1,32,.49,.032,66,,23696,.278,.195
66424,1,,1,.48,.275,.623,.102,,1730,,,.021,230,中东,.08,以色列,.916,82,2007/12/1,20,1.29,.004,88,,20700,.352,.069
21540,1.001,,1,.2,.368,.6,.033,,252,,,.03,136,中东,.08,约旦,.817,75,2007/12/1,13,.84,.019,71,,7209,.311,.087
75236,1,,1,.35,.254,.718,.028,,954,,,.021,98,中东,.02,科威特,.982,75,2007/12/1,35,.56,.01,73,,26389,.107,.085
14972,.999,,1,.19,.266,.655,.078,,480,,,.013,180,中东,.08,黎巴嫩,.868,80,2007/12/1,46,.3,.011,76,,4206,.354,.103
44587,1,,1,.17,.327,.649,.024,,403,,,.022,62,中东,.03,阿曼,.735,77,2007/12/1,35,.97,.01,73,,17583,.12,.073
67242,1,,1,.37,.183,.805,.012,,1600,,,.013,36,中东,.02,卡塔尔,.98,79,2007/12/1,7,1.1,.008,77,,22790,.113,.074
393535,1,,1,.3,.328,.642,.03,,566,,,.022,79,中东,.04,沙特阿拉伯,.814,76,2007/12/1,20,1.1,.016,73,,144109,.145,
57429,1,,1,.12,.373,.592,.035,,79,,,.026,336,中东,.04,叙利亚,.545,77,2007/12/1,43,.32,.015,73,,22803,.433,.102
139405,1,,1,.61,.162,.833,.005,,1184,,,.016,12,中东,.03,阿拉伯联合酋长国,.83,77,2007/12/1,18,1.33,.008,75,,51975,.144,
21712,1,,1,.05,.442,.532,.026,,57,,,.034,248,中东,.05,也门,.3,63,2007/12/1,63,.21,.052,61,,7014,.479,.18
,,,1,,,,,,,,,,,大洋洲,,美属萨摩亚,.879,,2007/12/1,,,,,,,,
377235,1,,1,.7,.193,.676,.131,,3956,,,.014,107,大洋洲,.09,澳大利亚,.883,84,2007/12/1,3,1,.005,79,,118655,.501,.082
1203,1,,1,.11,.296,.66,.044,,152,,,.023,140,大洋洲,.04,斐济,.507,72,2007/12/1,46,.63,.02,66,,524,.415,.09
843,1,,1,.29,.26,.683,.057,,,,,.018,,大洋洲,,法属波利尼西亚,.568,77,2007/12/1,,.67,,73,,,,
,1,,1,.46,.288,.645,.067,,,,,.019,,大洋洲,,关岛,.938,80,2007/12/1,,,,75,,,,
51,1,,1,.06,.357,.606,.037,,160,,,.024,120,大洋洲,.12,基里巴斯,.436,70,2007/12/1,31,.01,.05,64,,11,.318,
99,,,1,.04,,,,,587,,,.035,128,大洋洲,.2,马绍尔群岛,.705,,2007/12/1,17,,.032,,,32,.648,
99,1,,1,.14,.382,.579,.039,,292,,,.025,128,大洋洲,.12,密克罗尼西亚联邦,.223,69,2007/12/1,16,.26,.035,67,,,.587,.14
2945,1,,1,.35,.255,.665,.08,,,,,.017,,大洋洲,,新喀里多尼亚,.653,80,2007/12/1,,.75,,72,,,,
33648,1,,1,.7,.211,.666,.123,,2694,,,.015,172,大洋洲,.09,新西兰,.861,82,2007/12/1,12,1,.005,78,,17123,.355,.086
4903,1,,1,.02,.397,.576,.027,,41,,,.032,207,大洋洲,.04,巴布亚新几内亚,.131,63,2007/12/1,51,.05,.054,59,,,.415,.098
161,.999,,1,.05,.39,.56,.049,,164,,,.029,224,大洋洲,.06,萨摩亚,.208,75,2007/12/1,35,.47,.016,68,,58,.198,.127
198,1,,1,.02,.411,.558,.031,,67,,,.034,80,大洋洲,.06,所罗门群岛,.187,68,2007/12/1,56,.02,.029,65,,64,.261,.141
154,1,,1,.07,.379,.561,.06,,205,,,.028,164,大洋洲,.07,汤加,.232,75,2007/12/1,32,.46,.013,69,,58,.275,.122
95,1,,1,.07,.391,.573,.036,,88,,,.028,120,大洋洲,.04,瓦努阿图,.237,72,2007/12/1,47,.12,.017,68,,35,.084,.082
444,1,,1,.34,.276,.651,.073,,698,,,.018,184,美洲,.05,安提瓜和巴布达,.28,77,2007/12/1,21,1.33,.01,72,,146,.462,.104
180416,1,,1,.26,.257,.639,.104,,548,,,.017,453,美洲,.08,阿根廷,.904,79,2007/12/1,30,1.03,.014,71,,73673,1.076,.111
2358,1,,1,.31,.212,.696,.092,,,,,.012,,美洲,,阿鲁巴,.441,77,2007/12/1,,1.12,,72,,,,.11
1547,1,,1,.27,.242,.693,.065,,1721,,,.015,58,美洲,.07,巴哈马,.824,77,2007/12/1,31,1.09,.012,71,,709,.449,.055
1426,1,,1,.58,.2,.694,.106,,928,,,.013,,美洲,.08,巴巴多斯,.326,77,2007/12/1,,.93,.014,72,,401,,.108
425,1,,1,.11,.37,.59,.04,,215,,,.026,147,美洲,.05,伯利兹,.458,76,2007/12/1,44,.41,.017,70,,178,.348,.143
517,,,1,.74,,,,,,,,.013,,美洲,,百慕大,1,82,2007/12/1,,1.07,,76,,,,
12757,.999,,1,.11,.374,.58,.045,,64,,,.028,1080,美洲,.05,玻利维亚,.651,68,2007/12/1,50,.34,.04,63,,5372,.8,.129
363213,1,,1,.31,.268,.668,.064,,609,,,.017,2600,美洲,.09,巴西,.834,76,2007/12/1,149,.64,.018,69,,235460,.69,.437
560802,1,,1,.73,.171,.695,.134,,4330,,,.011,119,美洲,.1,加拿大,.804,83,2007/12/1,3,.62,.005,78,,271728,.443,.061
612,,,1,.52,,,,,,,,.014,,美洲,,开曼群岛,1,,2007/12/1,,1.97,,,,,,
71154,1,,1,.36,.237,.678,.085,,665,,,.015,316,美洲,.06,智利,.879,82,2007/12/1,27,.84,.008,76,,30565,.251,.087
63439,1,,1,.22,.3,.648,.052,,291,,,.021,268,美洲,.06,哥伦比亚,.742,77,2007/12/1,42,.76,.017,69,,27919,.842,.154
8573,1,,1,.28,.266,.673,.061,,525,,,.017,402,美洲,.08,哥斯达黎加,.682,81,2007/12/1,77,.34,.009,76,,4508,.552,.128
26736,1,,1,.12,.186,.699,.115,,587,,,.011,,美洲,.1,古巴,.763,80,2007/12/1,,.02,.005,76,,10137,,
,1,,1,,.203,.671,.126,,,,,.013,,美洲,,库拉索,.903,79,2007/12/1,,,,72,,,,
150,,,1,.4,,,,,298,,,,147,美洲,.05,多米尼克,.672,,2007/12/1,14,1.26,.012,,,43,.37,.092
21430,1,,1,.18,.323,.619,.058,,212,,,.023,286,美洲,.05,多米尼加共和国,.7,75,2007/12/1,22,.57,.028,69,,7058,.395,.158
30759,1,,1,.11,.32,.622,.058,,241,,,.023,600,美洲,.07,厄瓜多尔,.621,78,2007/12/1,65,.7,.023,72,,11332,.353,
6898,1,,1,.06,.343,.592,.065,,207,,,.021,320,美洲,.06,萨尔瓦多,.627,76,2007/12/1,22,1,.018,66,,4479,.347,
616,,,1,.61,,,,,,,,.015,,美洲,,格陵兰,.835,72,2007/12/1,,1.17,,68,,,,
238,1,,1,.22,.287,.638,.075,,448,,,.019,140,美洲,.06,格林纳达,.358,74,2007/12/1,20,.5,.012,69,,81,.453,.098
12636,1,,1,.07,.426,.531,.043,,184,,,.034,344,美洲,.07,危地马拉,.48,74,2007/12/1,34,.89,.031,67,,8528,.365,.128
1566,.999,,1,.14,.372,.592,.035,,89,,,.022,288,美洲,.04,圭亚那,.282,68,2007/12/1,37,.7,.034,62,,500,.39,.146
2391,1,,1,.07,.373,.584,.043,,34,,,.028,184,美洲,.05,海地,.474,62,2007/12/1,202,.26,.063,59,,2509,.404,.231
8779,1,,1,.09,.386,.572,.042,,136,,,.028,424,美洲,.08,洪都拉斯,.498,74,2007/12/1,21,.58,.024,70,,4692,.44,.166
13480,.999,,1,.21,.304,.618,.077,,230,,,.016,414,美洲,.05,牙买加,.532,75,2007/12/1,8,.99,.017,69,,4200,.499,.172
455845,1,,1,.21,.314,.63,.056,,565,,,.021,485,美洲,.06,墨西哥,.769,78,2007/12/1,25,.59,.016,74,,176711,.523,.076
4595,.999,,1,.04,.364,.592,.043,,92,,,.025,240,美洲,.07,尼加拉瓜,.564,76,2007/12/1,39,.45,.024,70,,2871,.635,.13
7125,1,,1,.22,.302,.635,.063,,382,,,.021,482,美洲,.07,巴拿马,.643,79,2007/12/1,18,.86,.018,74,,3024,.447,.083
4136,1,,1,.11,.349,.602,.049,,135,,,.025,328,美洲,.06,巴拉圭,.578,74,2007/12/1,35,.77,.023,70,,4225,.351,.25
43208,1,,1,.25,.312,.632,.056,,192,,,.021,424,美洲,.05,秘鲁,.758,76,2007/12/1,72,.54,.019,70,,14334,.383,.229
,1,,1,.28,.215,.66,.125,,,,,.012,140,美洲,,波多黎各,.94,83,2007/12/1,7,.65,,74,,,.576,
,,,1,,,,,,,,,,,美洲,,圣马丁（荷属）,1,77,2007/12/1,,,,72,,,,
249,,,1,.52,,,,,551,,,,172,美洲,.04,圣基茨和尼维斯,.319,,2007/12/1,19,1.28,.01,,,83,.523,.093
385,1,,1,.28,.27,.653,.077,,452,,,.017,71,美洲,.07,圣卢西亚,.211,76,2007/12/1,20,.86,.014,71,,128,.34,.101
,,,1,,,,,,,,,.017,,美洲,,圣马丁（法属）,,82,2007/12/1,,,,75,,,,
202,.999,,1,.16,.276,.653,.07,,246,,,.018,76,美洲,.04,圣文森特和格林纳丁斯,.477,74,2007/12/1,12,1.01,.019,70,,70,.45,.096
2442,1,,1,.14,.295,.643,.062,,341,,,.019,199,美洲,.06,苏里南,.665,73,2007/12/1,694,.74,.024,66,,714,.279,.138
46461,1,,1,.32,.211,.713,.076,,790,,,.015,210,美洲,.05,特立尼达和多巴哥,.096,73,2007/12/1,43,1.15,.023,66,,20331,.331,.118
158,,,1,,,,,,,,,,,美洲,,特克斯和凯科斯群岛,.888,,2007/12/1,,,,,,,,
5828697,1,,1,.75,.202,.673,.125,,7486,,,.014,325,美洲,.16,美国,.803,80,2007/12/1,6,.82,.007,75,,2337014,.461,.081
5999,1,,1,.34,.233,.63,.137,,560,,,.015,304,美洲,.08,乌拉圭,.938,80,2007/12/1,44,.9,.012,73,,3172,.713,.089
175785,1,,1,.21,.305,.643,.052,,497,,,.022,864,美洲,.06,委内瑞拉,.886,77,2007/12/1,141,.86,.015,71,,62934,.536,.171
,1,,1,.27,.214,.669,.117,,,,,.013,,美洲,,维尔京群岛（美属）,.941,82,2007/12/1,,,,76,,,,
114619,1.001,,1,.1,.274,.68,.047,,183,,,.024,451,非洲,.04,阿尔及利亚,.661,72,2008/12/1,25,.76,.025,69,,37425,.738,.08
26597,1,,1,.05,.479,.497,.024,,177,,,.048,272,非洲,.04,安哥拉,.385,51,2008/12/1,68,.37,.115,48,,11584,.521,.125
4492,1.001,,1,.02,.439,.533,.029,,31,,,.039,270,非洲,.04,贝宁,.411,60,2008/12/1,31,.4,.066,57,,3278,.732,
4980,1,,1,.06,.348,.618,.034,,307,,,.025,140,非洲,.05,博茨瓦纳,.558,46,2008/12/1,77,.77,.043,46,,2151,.171,.165
1698,.999,,1,.01,.462,.512,.025,,39,,,.044,270,非洲,.09,布基纳法索,.24,55,2008/12/1,16,.21,.076,54,,,.445,
249,1,,1,.01,.442,.532,.026,,15,,,.045,140,非洲,.08,布隆迪,.101,53,2008/12/1,13,.06,.066,50,,,2.797,.165
5545,1.001,,1,.03,.438,.53,.033,,60,,,.039,654,非洲,.05,喀麦隆,.503,54,2008/12/1,38,.31,.071,52,,6395,.504,
235,1,,1,.01,.412,.549,.039,,20,,,.036,504,非洲,.04,中非共和国,.385,48,2008/12/1,22,.14,.107,45,,,2.038,
510,1.001,,1,.01,.491,.484,.026,,27,,,.048,732,非洲,.04,乍得,.219,50,2008/12/1,64,.15,.097,48,,,.713,
125,1,,1,.03,.42,.55,.03,,42,,,.038,100,非洲,.05,科摩罗,.279,61,2008/12/1,22,.14,.066,58,,,2.179,.105
2820,1,,1,0,.458,.514,.028,,15,,,.045,308,非洲,.07,刚果（金）,.389,50,2008/12/1,133,.17,.097,47,,22246,2.881,.432
1474,1,,1,.04,.422,.544,.034,,64,,,.039,606,非洲,.02,刚果（布）,.623,57,2008/12/1,161,.47,.049,55,,1260,.659,
6872,1,,1,.02,.421,.549,.03,,83,,,.036,270,非洲,.07,科特迪瓦,.49,50,2008/12/1,40,.57,.082,48,,10278,.446,
524,1,,1,.02,.351,.614,.035,,92,,,.029,66,非洲,.08,吉布提,.769,61,2008/12/1,37,.14,.066,58,,,.378,.116
196797,1,,1,.18,.318,.628,.054,,101,,,.024,711,非洲,.05,埃及,.431,72,2008/12/1,8,.55,.021,68,,72050,.44,.123
4503,.999,,1,.02,.397,.572,.03,,792,,,.037,492,非洲,.03,赤道几内亚,.39,52,2008/12/1,135,.27,.08,49,,,.441,
414,.999,,1,.01,.43,.549,.02,,9,,,.039,216,非洲,.03,厄立特里亚,.199,63,2008/12/1,84,.02,.042,58,,677,.845,
6370,1,,1,.01,.453,.515,.032,,14,,,.036,198,非洲,.04,埃塞俄比亚,.165,61,2008/12/1,18,.02,.057,59,,31482,.303,.08
1566,1,,1,.06,.389,.556,.055,,283,,,.033,488,非洲,.03,加蓬,.849,62,2008/12/1,57,.88,.046,60,,1880,.447,
411,.999,,1,.07,.46,.514,.025,,25,,,.044,376,非洲,.04,冈比亚,.548,59,2008/12/1,27,.74,.054,56,,,2.921,.27
8529,1,,1,.04,.394,.571,.035,,69,,,.033,224,非洲,.06,加纳,.494,61,2008/12/1,13,.5,.056,59,,8958,.325,
1214,1,,1,.01,.432,.536,.032,,26,,,.039,416,非洲,.06,几内亚,.34,55,2008/12/1,40,.27,.077,54,,,.807,
227,1,,1,.02,.423,.548,.029,,34,,,.039,208,非洲,.06,几内亚比绍,.435,55,2008/12/1,259,.33,.089,52,,,.459,
10242,.999,,1,.09,.426,.547,.026,,33,,,.038,417,非洲,.04,肯尼亚,.228,59,2008/12/1,30,.42,.056,56,,17806,.493,.14
18,1,,1,.04,.385,.571,.044,,73,,,.028,324,非洲,.09,莱索托,.238,46,2008/12/1,40,.3,.082,46,,,.196,.162
576,1,,1,.01,.434,.535,.031,,27,,,.038,158,非洲,.12,利比里亚,.471,59,2008/12/1,31,.23,.067,57,,,.429,.144
60392,.999,,1,.09,.297,.658,.044,,318,,,.022,,非洲,.02,利比亚,.773,76,2008/12/1,,1.26,.016,73,,17738,,.06
1944,1,,1,.02,.44,.531,.029,,20,,,.036,238,非洲,.04,马达加斯加,.307,64,2008/12/1,7,.24,.047,61,,,.426,.45
1155,.999,,1,.01,.46,.509,.03,,25,,,.042,292,非洲,.08,马拉维,.153,52,2008/12/1,39,.11,.059,52,,,.322,.253
594,1,,1,.02,.465,.505,.03,,45,,,.048,270,非洲,.07,马里,.344,53,2008/12/1,25,.26,.088,53,,,.514,
2021,.999,,1,.02,.409,.559,.031,,46,,,.036,696,非洲,.04,毛里塔尼亚,.553,62,2008/12/1,19,.61,.072,59,,,.858,.203
3953,1,,1,.22,.224,.704,.072,,362,,,.013,161,非洲,.05,毛里求斯,.41,76,2008/12/1,6,.85,.014,69,,,.258,.115
49934,.999,,1,.33,.289,.66,.05,,156,,,.021,358,非洲,.05,摩洛哥,.567,71,2008/12/1,12,.74,.031,68,,14933,.529,
2340,1,,1,.02,.452,.516,.032,,24,,,.042,230,非洲,.06,莫桑比克,.305,50,2008/12/1,26,.19,.078,47,,9264,.375,.183
3579,1,,1,.05,.387,.579,.034,,287,,,.028,339,非洲,.07,纳米比亚,.396,63,2008/12/1,66,.5,.041,57,,1455,.228,.137
917,1.001,,1,.01,.496,.479,.026,,26,,,.05,270,非洲,.07,尼日尔,.172,56,2008/12/1,19,.13,.072,56,,,.423,
92621,1,,1,.16,.438,.535,.027,,88,,,.042,938,非洲,.07,尼日利亚,.417,51,2008/12/1,25,.42,.088,50,,111225,.322,.155
